地域コード,地域識別コード,境域年次(2015),境域年次(2000),,人口　平成27年　(a),人口　平成22年（組替） 2),平成22年～27年の人口増減数 2),平成22年～27年の人口増減率（％） 2),面積（km2）　(b) 1) 2),人口密度（1km2当たり）　(a)/(b) 2),世帯数　平成27年,世帯数　平成22年（組替） 2),平成22年～27年の世帯数増減数 2),平成22年～27年の世帯数増減率（％） 2)
22219,d,2015,2000,下田市　人口集中地区,5947,6829,-882,-12.9155073949,1.28,4646.1,3012,3209,-197,-6.1389841072
22220,d,2015,2000,裾野市　人口集中地区,19963,19858,105,0.5287541545,4.02,4965.9,8162,7882,280,3.5523978686
22221,d,2015,2000,湖西市　人口集中地区,32403,31907,496,1.5545178174,8.19,3956.4,12764,12009,755,6.2869514531
,d,,,      Ⅰ,11632,11457,175,1.5274504670,2.66,4372.9,4629,4511,118,2.6158279761
,d,,,      Ⅱ,10895,9857,1038,10.5305873998,2.30,4737.0,4479,3845,634,16.4889466840
,d,,,      Ⅲ,9876,10593,-717,-6.7686207873,3.24,3048.1,3656,3653,3,0.0821242814
22224,d,2015,2000,菊川市　人口集中地区,8445,8265,180,2.1778584392,2.12,3983.5,3273,3102,171,5.5125725338
22225,d,2015,2000,伊豆の国市　人口集中地区,24551,24422,129,0.5282122676,5.11,4804.5,10099,9941,158,1.5893773262
,d,,,      Ⅰ,16567,16404,163,0.9936600829,3.23,5129.1,6980,6885,95,1.3798111837
,d,,,      Ⅱ,7984,8018,-34,-0.4240458967,1.88,4246.8,3119,3056,63,2.0615183246
22226,d,2015,2000,牧之原市　人口集中地区,8912,15055,-6143,-40.8037196945,2.37,3760.3,3166,5169,-2003,-38.7502418263
,d,,,      Ⅰ,8912,9851,-939,-9.5320272054,2.37,3760.3,3166,3313,-147,-4.4370661032
22325,d,2015,2000,函南町　人口集中地区,22965,23006,-41,-0.1782143789,3.73,6156.8,8753,8373,380,4.5383972292
22341,d,2015,2000,清水町　人口集中地区,27345,27620,-275,-0.9956553222,5.55,4927.0,10687,10552,135,1.2793783169
22342,d,2015,2000,長泉町　人口集中地区,37095,34777,2318,6.6653247836,6.75,5495.6,14645,13471,1174,8.7150174449
22424,d,2015,2000,吉田町　人口集中地区,7654,8185,-531,-6.4874770922,1.75,4373.7,2525,2596,-71,-2.7349768875
23000,d,2015,2000,愛知県　人口集中地区,5802463,5693309,109154,1.9172330186,931.96,6226.1,2472571,2351547,121024,5.1465694711
23100,d,2015,2000,名古屋市　人口集中地区,2250106,2216845,33261,1.5003755337,279.18,8059.7,1042176,1004744,37432,3.7255261042
23101,d,2015,2000,名古屋市 千種区　人口集中地区,164696,160015,4681,2.9253507484,18.18,9059.2,85028,80411,4617,5.7417517504
23102,d,2015,2000,名古屋市 東区　人口集中地区,78043,73272,4771,6.5113549514,7.71,10122.3,41311,38562,2749,7.1287796276
23103,d,2015,2000,名古屋市 北区　人口集中地区,163579,165785,-2206,-1.3306390807,17.53,9331.4,75428,74641,787,1.0543803004
23104,d,2015,2000,名古屋市 西区　人口集中地区,149098,144995,4103,2.8297527501,17.93,8315.6,70078,66133,3945,5.9652518410
23105,d,2015,2000,名古屋市 中村区　人口集中地区,133206,136164,-2958,-2.1723803649,16.30,8172.1,66039,68877,-2838,-4.1203885187
23106,d,2015,2000,名古屋市 中区　人口集中地区,83203,78353,4850,6.1899352928,9.38,8870.3,53533,50000,3533,7.0660000000
23107,d,2015,2000,名古屋市 昭和区　人口集中地区,107170,105536,1634,1.5482868405,10.94,9796.2,55108,53782,1326,2.4655089063
23108,d,2015,2000,名古屋市 瑞穂区　人口集中地区,105357,105061,296,0.2817410838,11.22,9390.1,48629,47826,803,1.6790030527
23109,d,2015,2000,名古屋市 熱田区　人口集中地区,65895,64719,1176,1.8170861725,8.20,8036.0,31884,30098,1786,5.9339490996
23110,d,2015,2000,名古屋市 中川区　人口集中地区,213612,214997,-1385,-0.6441950353,28.05,7615.4,93289,90547,2742,3.0282615658
23111,d,2015,2000,名古屋市 港区　人口集中地区,139186,141393,-2207,-1.5608976399,32.00,4349.6,59361,56980,2381,4.1786591787
,d,,,      Ⅰ,118035,120068,-2033,-1.6932071826,29.35,4021.6,51352,49391,1961,3.9703589723
,d,,,      Ⅱ,21151,21325,-174,-0.8159437280,2.64,8011.7,8009,7589,420,5.5343259982
23112,d,2015,2000,名古屋市 南区　人口集中地区,136935,141310,-4375,-3.0960300050,18.46,7417.9,61064,61757,-693,-1.1221400003
23113,d,2015,2000,名古屋市 守山区　人口集中地区,156548,151369,5179,3.4214403213,19.06,8213.4,63925,61019,2906,4.7624510398
,d,,,      Ⅰ,116569,116297,272,0.2338839351,14.08,8279.0,48448,47531,917,1.9292672151
,d,,,      Ⅱ,22748,23928,-1180,-4.9314610498,2.25,10110.2,9569,9668,-99,-1.0239966901
,d,,,      Ⅲ,17231,11144,6087,54.6213208902,2.73,6311.7,5908,3820,2088,54.6596858639
23114,d,2015,2000,名古屋市 緑区　人口集中地区,232730,220605,12125,5.4962489517,30.00,7757.7,91778,84233,7545,8.9572970214
23115,d,2015,2000,名古屋市 名東区　人口集中地区,160213,156991,3222,2.0523469498,16.54,9686.4,72134,70119,2015,2.8736861621
23116,d,2015,2000,名古屋市 天白区　人口集中地区,160635,156280,4355,2.7866649603,17.69,9080.6,73587,69759,3828,5.4874639831
23201,d,2015,2000,豊橋市　人口集中地区,265822,266770,-948,-0.3553622971,44.54,5968.2,107377,105515,1862,1.7646780079
,d,,,      Ⅰ,255936,257571,-1635,-0.6347764306,42.60,6007.9,103669,102166,1503,1.4711352113
,d,,,      Ⅱ,9886,9199,687,7.4682030656,1.95,5069.7,3708,3349,359,10.7196177964
23202,d,2015,2000,岡崎市　人口集中地区,289249,278982,10267,3.6801657455,50.21,5760.8,115690,107374,8316,7.7448916870
,d,,,      Ⅰ,280790,266180,14610,5.4887669998,49.00,5730.4,112249,102697,9552,9.3011480374
,d,,,      Ⅱ,8459,7790,669,8.5879332478,1.22,6933.6,3441,2803,638,22.7613271495
23203,d,2015,2000,一宮市　人口集中地区,273842,271462,2380,0.8767341285,50.52,5420.5,105446,100359,5087,5.0688029972
23204,d,2015,2000,瀬戸市　人口集中地区,95517,98055,-2538,-2.5883432767,15.66,6099.4,37626,37651,-25,-0.0663992988
23205,d,2015,2000,半田市　人口集中地区,102791,103887,-1096,-1.0549924437,23.66,4344.5,41318,39924,1394,3.4916341048
23206,d,2015,2000,春日井市　人口集中地区,271984,270070,1914,0.7087051505,46.52,5846.6,112244,107070,5174,4.8323526665
,d,,,      Ⅰ,264957,263046,1911,0.7264889031,45.14,5869.7,109415,104406,5009,4.7976169952
,d,,,      Ⅱ,7027,7024,3,0.0427107062,1.38,5092.0,2829,2664,165,6.1936936937
23207,d,2015,2000,豊川市　人口集中地区,118762,115848,2914,2.5153649610,24.33,4881.3,46411,43444,2967,6.8294816315
,d,,,      Ⅰ,99848,98924,924,0.9340503821,20.76,4809.6,39162,37140,2022,5.4442649435
,d,,,      Ⅱ,18914,16924,1990,11.7584495391,3.57,5298.0,7249,6304,945,14.9904822335
23208,d,2015,2000,津島市　人口集中地区,30976,32011,-1035,-3.2332635656,5.04,6146.0,12404,12367,37,0.2991833104
23209,d,2015,2000,碧南市　人口集中地区,63766,62286,1480,2.3761358893,17.78,3586.4,23836,22101,1735,7.8503235148
,d,,,      Ⅰ,58410,57066,1344,2.3551677006,16.87,3462.4,21978,20370,1608,7.8939617084
,d,,,      Ⅱ,5356,5220,136,2.6053639847,0.91,5885.7,1858,1731,127,7.3367995378
23210,d,2015,2000,刈谷市　人口集中地区,120449,115421,5028,4.3562263366,21.17,5689.6,50276,46458,3818,8.2181755564
,d,,,      Ⅰ,68648,65627,3021,4.6032882807,13.07,5252.3,29196,26916,2280,8.4707980383
,d,,,      Ⅱ,33694,33025,669,2.0257380772,4.75,7093.5,13723,13008,715,5.4966174662
,d,,,      Ⅲ,9701,8884,817,9.1963079694,2.09,4641.6,3789,3344,445,13.3074162679
,d,,,      Ⅳ,8406,7885,521,6.6074825618,1.26,6671.4,3568,3190,378,11.8495297806
23211,d,2015,2000,豊田市　人口集中地区,244914,241352,3562,1.4758526965,41.04,5967.7,105845,99064,6781,6.8450698538
,d,,,      Ⅰ,141681,141702,-21,-0.0148198332,26.44,5358.6,65056,63014,2042,3.2405497191
,d,,,      Ⅱ,34607,34883,-276,-0.7912163518,4.92,7033.9,13099,12683,416,3.2799810770
,d,,,      Ⅲ,26545,26384,161,0.6102183141,3.75,7078.7,10286,9877,409,4.1409334818
,d,,,      Ⅳ,15410,15249,161,1.0558069382,2.32,6642.2,5843,5586,257,4.6007876835
,d,,,      Ⅴ,10296,11373,-1077,-9.4697968874,0.99,10400.0,3923,3911,12,0.3068268985
,d,,,      Ⅵ,5670,5616,54,0.9615384615,1.20,4725.0,2158,2030,128,6.3054187192
,d,,,      Ⅶ,5662,6145,-483,-7.8600488202,0.89,6361.8,1971,1963,8,0.4075394804
,d,,,      Ⅷ,5043,-,5043,-,0.54,9338.9,3509,-,3509,-
23212,d,2015,2000,安城市　人口集中地区,123674,119934,3740,3.1183817766,17.28,7157.1,50191,47303,2888,6.1053210156
,d,,,      Ⅰ,112247,110045,2202,2.0009995911,15.36,7307.7,45945,43814,2131,4.8637421829
,d,,,      Ⅱ,11427,9889,1538,15.5526342401,1.92,5951.6,4246,3489,757,21.6967612496
23213,d,2015,2000,西尾市　人口集中地区,80028,74992,5036,6.7153829742,16.85,4749.4,29619,26420,3199,12.1082513248
,d,,,      Ⅰ,72127,66696,5431,8.1429171165,15.00,4808.5,26957,23860,3097,12.9798826488
,d,,,      Ⅱ,7901,8296,-395,-4.7613307618,1.85,4270.8,2662,2560,102,3.9843750000
23214,d,2015,2000,蒲郡市　人口集中地区,56140,56546,-406,-0.7179995048,14.77,3800.9,21366,20444,922,4.5098806496
23215,d,2015,2000,犬山市　人口集中地区,35815,36241,-426,-1.1754642532,7.00,5116.4,14668,14143,525,3.7120837163
,d,,,      Ⅰ,29674,29857,-183,-0.6129215929,5.87,5055.2,12247,11740,507,4.3185689949
,d,,,      Ⅱ,6141,6384,-243,-3.8063909774,1.13,5434.5,2421,2403,18,0.7490636704
23216,d,2015,2000,常滑市　人口集中地区,37975,36716,1259,3.4290227694,9.53,3984.8,15969,14616,1353,9.2569786535
23217,d,2015,2000,江南市　人口集中地区,55280,56144,-864,-1.5388999715,9.23,5989.2,22460,21629,831,3.8420638957
23219,d,2015,2000,小牧市　人口集中地区,116432,114026,2406,2.1100450774,22.56,5161.0,47011,43668,3343,7.6554914354
,d,,,      Ⅰ,93203,89121,4082,4.5802897185,19.43,4796.9,38488,35159,3329,9.4684149151
,d,,,      Ⅱ,23229,24905,-1676,-6.7295723750,3.13,7421.4,8523,8509,14,0.1645316723
23220,d,2015,2000,稲沢市　人口集中地区,54346,48985,5361,10.9441665816,7.29,7454.9,22141,19370,2771,14.3056272586
,d,,,      Ⅰ,47367,41794,5573,13.3344499210,6.48,7309.7,19447,16683,2764,16.5677635917
,d,,,      Ⅱ,6979,7191,-212,-2.9481296065,0.81,8616.0,2694,2687,7,0.2605135839
23221,d,2015,2000,新城市　人口集中地区,9345,9975,-630,-6.3157894737,2.14,4366.8,3620,3617,3,0.0829416644
23222,d,2015,2000,東海市　人口集中地区,100236,95211,5025,5.2777515203,28.74,3487.7,41898,38233,3665,9.5859597730
,d,,,      Ⅰ,82560,79024,3536,4.4745899980,26.31,3138.0,35151,32289,2862,8.8636997120
,d,,,      Ⅱ,17676,16187,1489,9.1987397294,2.43,7274.1,6747,5944,803,13.5094212651
23223,d,2015,2000,大府市　人口集中地区,66144,61156,4988,8.1561907254,11.05,5985.9,26736,24241,2495,10.2924796832
23224,d,2015,2000,知多市　人口集中地区,56252,55831,421,0.7540613638,16.72,3364.4,22787,21320,1467,6.8808630394
,d,,,      Ⅰ,43174,42713,461,1.0792967012,14.92,2893.7,17679,16478,1201,7.2885058866
,d,,,      Ⅱ,13078,13118,-40,-0.3049245312,1.80,7265.6,5108,4842,266,5.4935976869
23225,d,2015,2000,知立市　人口集中地区,55575,53919,1656,3.0712735770,8.10,6861.1,23655,22494,1161,5.1613763670
,d,,,      Ⅰ,46280,45522,758,1.6651289486,6.79,6815.9,19856,19144,712,3.7191809444
,d,,,      Ⅱ,9295,8397,898,10.6942955818,1.30,7150.0,3799,3350,449,13.4029850746
23226,d,2015,2000,尾張旭市　人口集中地区,76938,77210,-272,-0.3522859733,13.21,5824.2,30542,29671,871,2.9355262714
23227,d,2015,2000,高浜市　人口集中地区,43013,38311,4702,12.2732374514,9.23,4660.1,16472,14091,2381,16.8973103399
23228,d,2015,2000,岩倉市　人口集中地区,41483,41494,-11,-0.0265098568,4.94,8397.4,18033,16877,1156,6.8495585708
23229,d,2015,2000,豊明市　人口集中地区,57624,58084,-460,-0.7919564768,9.19,6270.3,23693,23113,580,2.5094102886
23230,d,2015,2000,日進市　人口集中地区,50513,47365,3148,6.6462577853,6.79,7439.3,19252,18318,934,5.0988099137
,d,,,      Ⅰ,28511,26056,2455,9.4220141234,4.02,7092.3,10999,10193,806,7.9073874227
,d,,,      Ⅱ,22002,21309,693,3.2521469801,2.77,7943.0,8253,8125,128,1.5753846154
23231,d,2015,2000,田原市　人口集中地区,11370,11470,-100,-0.8718395815,2.50,4548.0,4791,4566,225,4.9277266754
23232,d,2015,2000,愛西市　人口集中地区,16061,16409,-348,-2.1207873728,2.87,5596.2,5759,5668,91,1.6055045872
,d,,,      Ⅰ,8157,8383,-226,-2.6959322438,1.37,5954.0,2805,2765,40,1.4466546112
,d,,,      Ⅱ,7904,8026,-122,-1.5200598056,1.50,5269.3,2954,2903,51,1.7568033069
23233,d,2015,2000,清須市　人口集中地区,57305,55837,1468,2.6290810753,11.51,4978.7,23419,21830,1589,7.2789738891
23234,d,2015,2000,北名古屋市　人口集中地区,72909,70629,2280,3.2281357516,9.96,7320.2,29399,27743,1656,5.9690732797
23235,d,2015,2000,弥富市　人口集中地区,23113,22305,808,3.6225061645,4.83,4785.3,9390,8427,963,11.4275542898
23236,d,2015,2000,みよし市　人口集中地区,36891,36972,-81,-0.2190847128,5.54,6659.0,13501,12836,665,5.1807416641
,d,,,      Ⅰ,15091,14954,137,0.9161428380,2.85,5295.1,5872,5705,167,2.9272567923
,d,,,      Ⅱ,13329,12806,523,4.0840231142,1.79,7446.4,5375,4944,431,8.7176375405
,d,,,      Ⅲ,8471,9212,-741,-8.0438558402,0.91,9308.8,2254,2187,67,3.0635573845
23237,d,2015,2000,あま市　人口集中地区,69152,65130,4022,6.1753416244,11.84,5840.5,26991,24182,2809,11.6160780746
,d,,,      Ⅰ,40594,36316,4278,11.7799317105,7.31,5553.2,15977,13669,2308,16.8849220865
,d,,,      Ⅱ,15659,16332,-673,-4.1207445506,2.55,6140.8,6043,5918,125,2.1122000676
,d,,,      Ⅲ,12899,12482,417,3.3408107675,1.98,6514.6,4971,4595,376,8.1828073993
23238,d,2015,2000,長久手市　人口集中地区,43381,40468,2913,7.1982801226,5.18,8374.7,19624,17824,1800,10.0987432675
23302,d,2015,2000,東郷町　人口集中地区,26997,25788,1209,4.6882270824,3.53,7647.9,10039,9291,748,8.0508018513
,d,,,      Ⅰ,10738,10995,-257,-2.3374261028,1.35,7954.1,4228,4123,105,2.5466893039
,d,,,      Ⅱ,10359,9179,1180,12.8554308748,1.24,8354.0,3734,3245,489,15.0693374422
,d,,,      Ⅲ,5900,5614,286,5.0944068400,0.94,6276.6,2077,1923,154,8.0083203328
23342,d,2015,2000,豊山町　人口集中地区,13891,13143,748,5.6912424865,4.97,2795.0,5685,5309,376,7.0823130533
23361,d,2015,2000,大口町　人口集中地区,12453,11883,570,4.7967684928,2.29,5438.0,4681,4273,408,9.5483267026
23362,d,2015,2000,扶桑町　人口集中地区,25439,25126,313,1.2457215633,4.68,5435.7,9788,9339,449,4.8077952672
23424,d,2015,2000,大治町　人口集中地区,28801,27465,1336,4.8643728382,5.45,5284.6,11248,10377,871,8.3935626867
23425,d,2015,2000,蟹江町　人口集中地区,32231,31496,735,2.3336296673,5.18,6222.2,13306,12338,968,7.8456800130
23441,d,2015,2000,阿久比町　人口集中地区,6046,-,6046,-,0.73,8282.2,2043,-,2043,-
23442,d,2015,2000,東浦町　人口集中地区,33009,33408,-399,-1.1943247126,5.10,6472.4,12790,12355,435,3.5208417645
,d,,,      Ⅰ,27162,27335,-173,-0.6328882385,4.27,6361.1,10451,10114,337,3.3320150287
,d,,,      Ⅱ,5847,6073,-226,-3.7213897579,0.83,7044.6,2339,2241,98,4.3730477465
23447,d,2015,2000,武豊町　人口集中地区,30250,29634,616,2.0786933927,8.70,3477.0,12344,11747,597,5.0821486337
23501,d,2015,2000,幸田町　人口集中地区,18173,15825,2348,14.8372827804,2.82,6444.3,7011,5939,1072,18.0501767974
24000,d,2015,2000,三重県　人口集中地区,789187,782035,7152,0.9145370731,189.52,4164.1,335430,320307,15123,4.7214078993
24201,d,2015,2000,津市　人口集中地区,133801,134315,-514,-0.3826825001,30.54,4381.2,59222,58347,875,1.4996486537
,d,,,      Ⅰ,91703,92535,-832,-0.8991192522,21.77,4212.4,41702,41423,279,0.6735388552
,d,,,      Ⅱ,23396,24205,-809,-3.3422846519,5.10,4587.5,10105,10092,13,0.1288149029
,d,,,      Ⅲ,12502,12548,-46,-0.3665922856,2.73,4579.5,5297,5158,139,2.6948429624
,d,,,      Ⅳ,6200,5027,1173,23.3339964193,0.94,6595.7,2118,1674,444,26.5232974910
24202,d,2015,2000,四日市市　人口集中地区,217294,211269,6025,2.8518145114,59.55,3648.9,93459,86149,7310,8.4852987266
,d,,,      Ⅰ,187780,181524,6256,3.4463762368,53.78,3491.6,81989,75130,6859,9.1295088513
,d,,,      Ⅱ,10901,10613,288,2.7136530670,1.84,5924.5,4345,4107,238,5.7949841734
,d,,,      Ⅲ,10643,11164,-521,-4.6667860982,1.79,5945.8,3950,3871,79,2.0408163265
,d,,,      Ⅳ,7970,7968,2,0.0251004016,2.14,3724.3,3175,3041,134,4.4064452483
24203,d,2015,2000,伊勢市　人口集中地区,58359,60664,-2305,-3.7996175656,15.23,3831.8,25166,24847,319,1.2838572061
24204,d,2015,2000,松阪市　人口集中地区,71932,71091,841,1.1829908146,14.92,4821.2,30906,30172,734,2.4327190773
,d,,,      Ⅰ,55849,65369,-,-,12.07,4627.1,24093,27832,-,-
,d,,,      Ⅱ,9577,-,-,-,1.76,5441.5,4177,-,-,-
,d,,,      Ⅲ,6506,5722,784,13.7015029710,1.08,6024.1,2636,2340,296,12.6495726496
24205,d,2015,2000,桑名市　人口集中地区,77836,72948,4888,6.7006634863,15.07,5165.0,30931,28239,2692,9.5329154715
,d,,,      Ⅰ,46506,48132,-1626,-3.3782099227,10.34,4497.7,19554,19339,215,1.1117431098
,d,,,      Ⅱ,31330,24816,6514,26.2491940683,4.73,6623.7,11377,8900,2477,27.8314606742
24207,d,2015,2000,鈴鹿市　人口集中地区,114564,113951,613,0.5379505226,27.50,4166.0,48564,46465,2099,4.5173786721
,d,,,      Ⅰ,107732,106628,1104,1.0353753236,25.84,4169.2,45898,43728,2170,4.9624954263
,d,,,      Ⅱ,6832,7323,-491,-6.7049023624,1.66,4115.7,2666,2737,-71,-2.5940811107
24208,d,2015,2000,名張市　人口集中地区,43621,43368,253,0.5833794503,8.57,5090.0,17205,15972,1233,7.7197595793
,d,,,      Ⅰ,9621,10066,-445,-4.4208225710,1.68,5726.8,3689,3634,55,1.5134837644
,d,,,      Ⅱ,9524,9944,-420,-4.2236524537,2.38,4001.7,3915,3937,-22,-0.5588011176
,d,,,      Ⅲ,6784,5728,1056,18.4357541899,1.74,3898.9,3343,2537,806,31.7698068585
,d,,,      Ⅳ,6121,5557,564,10.1493611661,0.92,6653.3,2137,1899,238,12.5329120590
,d,,,      Ⅴ,5988,6152,-164,-2.6657997399,1.07,5596.3,2148,2055,93,4.5255474453
,d,,,      Ⅵ,5583,5921,-338,-5.7084951866,0.78,7157.7,1973,1910,63,3.2984293194
24209,d,2015,2000,尾鷲市　人口集中地区,11023,11632,-609,-5.2355570839,3.65,3020.0,5296,5294,2,0.0377786173
24210,d,2015,2000,亀山市　人口集中地区,7873,8359,-486,-5.8140925948,2.69,2926.8,3431,3580,-149,-4.1620111732
24216,d,2015,2000,伊賀市　人口集中地区,18913,20612,-1699,-8.2427712012,4.55,4156.7,8125,8769,-644,-7.3440529137
24324,d,2015,2000,東員町　人口集中地区,12213,12761,-548,-4.2943342998,2.08,5871.6,4480,4393,87,1.9804234009
24341,d,2015,2000,菰野町　人口集中地区,12651,12054,597,4.9527127924,2.92,4332.5,4996,4557,439,9.6335308317
24344,d,2015,2000,川越町　人口集中地区,9107,9011,96,1.0653645544,2.26,4029.6,3649,3523,126,3.5764973034
25000,d,2015,2000,滋賀県　人口集中地区,701946,659239,42707,6.4782271680,113.88,6163.9,289975,266226,23749,8.9206163185
25201,d,2015,2000,大津市　人口集中地区,268627,262946,5681,2.1605196504,38.88,6909.1,109528,104461,5067,4.8506141048
,d,,,      Ⅰ,137645,136520,1125,0.8240550835,20.56,6694.8,57300,55147,2153,3.9041108311
,d,,,      Ⅱ,60475,56260,4215,7.4920014220,8.01,7549.9,24847,22866,1981,8.6635178868
,d,,,      Ⅲ,19646,18661,985,5.2783880821,2.95,6659.7,8170,7348,822,11.1867174741
,d,,,      Ⅳ,18641,19325,-684,-3.5394566624,2.98,6255.4,7731,7680,51,0.6640625000
,d,,,      Ⅴ,11484,12437,-953,-7.6626196028,1.64,7002.4,4641,4671,-30,-0.6422607579
,d,,,      Ⅵ,7933,7527,406,5.3939152385,0.90,8814.4,2436,2236,200,8.9445438283
,d,,,      Ⅶ,6621,7123,-502,-7.0475923066,1.13,5859.3,2418,2393,25,1.0447137484
,d,,,      Ⅷ,6182,-,6182,-,0.69,8959.4,1985,-,1985,-
25202,d,2015,2000,彦根市　人口集中地区,64905,61577,3328,5.4046153596,13.10,4954.6,27053,25251,1802,7.1363510356
,d,,,      Ⅰ,57024,53703,3321,6.1840120664,11.65,4894.8,24198,22535,1663,7.3796316840
,d,,,      Ⅱ,7881,7874,7,0.0889001778,1.45,5435.2,2855,2716,139,5.1178203240
25203,d,2015,2000,長浜市　人口集中地区,33258,32528,730,2.2442203640,6.95,4785.3,13752,13263,489,3.6869486542
25204,d,2015,2000,近江八幡市　人口集中地区,29639,34924,-5285,-15.1328599244,5.12,5788.9,12068,13467,-1399,-10.3883567238
,d,,,      Ⅰ,29639,29666,-27,-0.0910132812,5.12,5788.9,12068,11549,519,4.4938955754
25206,d,2015,2000,草津市　人口集中地区,103264,89093,14171,15.9058511892,13.97,7391.8,48357,41797,6560,15.6949063330
25207,d,2015,2000,守山市　人口集中地区,55052,50675,4377,8.6373951653,9.08,6063.0,21091,18854,2237,11.8648562639
,d,,,      Ⅰ,48905,44965,3940,8.7623707328,7.99,6120.8,18856,16852,2004,11.8917635889
,d,,,      Ⅱ,6147,5710,437,7.6532399299,1.10,5588.2,2235,2002,233,11.6383616384
25208,d,2015,2000,栗東市　人口集中地区,44491,35527,8964,25.2315140597,6.58,6761.6,16698,12939,3759,29.0517041502
25209,d,2015,2000,甲賀市　人口集中地区,17775,16561,1214,7.3304752128,3.82,4653.1,6878,6176,702,11.3665803109
,d,,,      Ⅰ,11815,10617,1198,11.2837901479,2.90,4074.1,4823,4248,575,13.5357815443
,d,,,      Ⅱ,5960,5944,16,0.2691790040,0.93,6408.6,2055,1928,127,6.5871369295
25210,d,2015,2000,野洲市　人口集中地区,23365,23313,52,0.2230515163,3.20,7301.6,9610,9367,243,2.5942137290
25211,d,2015,2000,湖南市　人口集中地区,27967,20441,7526,36.8181595812,6.74,4149.4,11202,8220,2982,36.2773722628
,d,,,      Ⅰ,11492,11634,-142,-1.2205604263,1.92,5985.4,4402,4228,174,4.1154210028
,d,,,      Ⅱ,8318,8807,-489,-5.5524014988,3.70,2248.1,3813,3992,-179,-4.4839679359
,d,,,      Ⅲ,8157,-,8157,-,1.12,7283.0,2987,-,2987,-
25213,d,2015,2000,東近江市　人口集中地区,33603,31654,1949,6.1571997220,6.43,5226.0,13738,12431,1307,10.5140374869
,d,,,      Ⅰ,22204,20766,1438,6.9247808918,4.63,4795.7,9461,8518,943,11.0706738671
,d,,,      Ⅱ,11399,10888,511,4.6932402645,1.80,6332.8,4277,3913,364,9.3023255814
26000,d,2015,2000,京都府　人口集中地区,2181169,2186952,-5783,-0.2644319583,263.34,8282.7,993673,963235,30438,3.1599765374
26100,d,2015,2000,京都市　人口集中地区,1407087,1403631,3456,0.2462185574,143.62,9797.3,680109,655904,24205,3.6903266332
26101,d,2015,2000,京都市 北区　人口集中地区,112285,114407,-2122,-1.8547816130,11.20,10025.4,54011,53636,375,0.6991572824
26102,d,2015,2000,京都市 上京区　人口集中地区,85113,83264,1849,2.2206475788,7.03,12107.1,46849,43389,3460,7.9743713845
26103,d,2015,2000,京都市 左京区　人口集中地区,151585,151865,-280,-0.1843742798,17.59,8617.7,76981,75731,1250,1.6505790231
26104,d,2015,2000,京都市 中京区　人口集中地区,109341,105306,4035,3.8316905020,7.41,14755.9,59085,55772,3313,5.9402567597
26105,d,2015,2000,京都市 東山区　人口集中地区,38739,40278,-1539,-3.8209444362,5.20,7449.8,21231,20995,236,1.1240771612
26106,d,2015,2000,京都市 下京区　人口集中地区,82668,79287,3381,4.2642551742,6.78,12192.9,47206,43651,3555,8.1441433186
26107,d,2015,2000,京都市 南区　人口集中地区,99130,98051,1079,1.1004477262,14.20,6981.0,46701,44714,1987,4.4437983629
26108,d,2015,2000,京都市 右京区　人口集中地区,193425,191654,1771,0.9240610684,16.78,11527.1,90307,86659,3648,4.2096031572
26109,d,2015,2000,京都市 伏見区　人口集中地区,266480,269296,-2816,-1.0456895015,30.54,8725.6,120583,118024,2559,2.1682030773
,d,,,      Ⅰ,237863,242252,-4389,-1.8117497482,27.20,8745.0,110226,108618,1608,1.4804176103
,d,,,      Ⅱ,28617,27044,1573,5.8164472711,3.34,8568.0,10357,9406,951,10.1105677227
26110,d,2015,2000,京都市 山科区　人口集中地区,129242,129804,-562,-0.4329604635,11.99,10779.1,58471,56419,2052,3.6370726174
26111,d,2015,2000,京都市 西京区　人口集中地区,139079,140419,-1340,-0.9542868130,14.90,9334.2,58684,56914,1770,3.1099553713
,d,,,      Ⅰ,97749,96764,985,1.0179405564,9.44,10354.8,41901,40269,1632,4.0527452879
,d,,,      Ⅱ,41330,43655,-2325,-5.3258504181,5.46,7569.6,16783,16645,138,0.8290778011
26201,d,2015,2000,福知山市　人口集中地区,38022,36731,1291,3.5147423158,12.52,3036.9,16421,15253,1168,7.6575099980
,d,,,      Ⅰ,25676,24865,811,3.2616127086,6.26,4101.6,11377,10511,866,8.2389877271
,d,,,      Ⅱ,12346,11866,480,4.0451710770,6.26,1972.2,5044,4742,302,6.3686208351
26202,d,2015,2000,舞鶴市　人口集中地区,58260,62461,-4201,-6.7257968973,17.02,3423.0,25324,26381,-1057,-4.0066714681
,d,,,      Ⅰ,36215,39546,-3331,-8.4231022101,10.72,3378.3,15882,16639,-757,-4.5495522567
,d,,,      Ⅱ,22045,22915,-870,-3.7966397556,6.29,3504.8,9442,9742,-300,-3.0794498050
26203,d,2015,2000,綾部市　人口集中地区,12046,12617,-571,-4.5256400095,3.48,3461.5,5378,5329,49,0.9194970914
26204,d,2015,2000,宇治市　人口集中地区,180546,185499,-4953,-2.6700952566,22.35,8078.1,72014,71597,417,0.5824266380
26205,d,2015,2000,宮津市　人口集中地区,5822,6451,-629,-9.7504262905,1.65,3528.5,2683,2875,-192,-6.6782608696
26206,d,2015,2000,亀岡市　人口集中地区,61048,62239,-1191,-1.9135911567,8.40,7267.6,23558,23203,355,1.5299745723
