地域コード,地域識別コード,境域年次(2015),境域年次(2000),,人口　平成27年　(a),人口　平成22年（組替） 2),平成22年～27年の人口増減数 2),平成22年～27年の人口増減率（％） 2),面積（km2）　(b) 1) 2),人口密度（1km2当たり）　(a)/(b) 2),世帯数　平成27年,世帯数　平成22年（組替） 2),平成22年～27年の世帯数増減数 2),平成22年～27年の世帯数増減率（％） 2)
40380,c,2015,2000,遠賀郡,93662,96669,-3007,-3.1106145714,93.41,1002.7,36846,36690,156,0.4251839738
40381,3,2015,2000,芦屋町,14208,15369,-1161,-7.5541674800,11.60,1224.8,5573,5891,-318,-5.3980648447
40382,3,2015,2000,水巻町,28997,30021,-1024,-3.4109456714,11.01,2633.7,12220,12087,133,1.1003557541
40383,3,2015,2000,岡垣町,31580,32119,-539,-1.6781344376,48.64,649.3,11784,11656,128,1.0981468771
40384,3,2015,2000,遠賀町,18877,19160,-283,-1.4770354906,22.15,852.2,7269,7056,213,3.0187074830
40400,c,2015,2000,鞍手郡,23817,25690,-1873,-7.2907746205,49.78,478.4,9724,10021,-297,-2.9637760703
40401,3,2015,2000,小竹町,7810,8602,-792,-9.2071611253,14.18,550.8,3331,3511,-180,-5.1267445172
40402,3,2015,2000,鞍手町,16007,17088,-1081,-6.3260767790,35.60,449.6,6393,6510,-117,-1.7972350230
40420,c,2015,2000,嘉穂郡,13496,13863,-367,-2.6473346318,20.14,670.1,5226,5216,10,0.1917177914
40421,3,2015,2000,桂川町,13496,13863,-367,-2.6473346318,20.14,670.1,5226,5216,10,0.1917177914
40440,c,2015,2000,朝倉郡,31480,31587,-107,-0.3387469529,119.06,264.4,10509,10095,414,4.1010401189
40447,3,2015,,筑前町,29306,29155,151,0.5179214543,67.10,436.8,9767,9297,470,5.0553942132
40447,9,,2000,(旧 443 三輪町),13552,13236,316,2.3874282261,21.71,624.2,4429,4170,259,6.2110311751
40447,9,,2000,(旧 444 夜須町),15754,15919,-165,-1.0364972674,45.47,346.5,5338,5127,211,4.1154671348
40448,3,2015,,東峰村,2174,2432,-258,-10.6085526316,51.97,41.8,742,798,-56,-7.0175438596
40448,9,,2000,(旧 445 小石原村),866,979,-113,-11.5423901941,29.37,29.5,291,318,-27,-8.4905660377
40448,9,,2000,(旧 446 宝珠山村),1308,1453,-145,-9.9793530626,22.56,58.0,451,480,-29,-6.0416666667
40500,c,2015,2000,三井郡,15138,15284,-146,-0.9552473175,22.84,662.8,5008,4793,215,4.4857083246
40503,3,2015,2000,大刀洗町,15138,15284,-146,-0.9552473175,22.84,662.8,5008,4793,215,4.4857083246
40520,c,2015,2000,三潴郡,14176,14350,-174,-1.2125435540,18.44,768.8,4556,4470,86,1.9239373602
40522,3,2015,2000,大木町,14176,14350,-174,-1.2125435540,18.44,768.8,4556,4470,86,1.9239373602
40540,c,2015,2000,八女郡,20183,20253,-70,-0.3456278082,37.94,532.0,7007,6799,208,3.0592734226
40544,3,2015,2000,広川町,20183,20253,-70,-0.3456278082,37.94,532.0,7007,6799,208,3.0592734226
40600,c,2015,2000,田川郡,77663,83943,-6280,-7.4812670503,309.18,251.2,31527,32665,-1138,-3.4838512169
40601,3,2015,2000,香春町,10861,11685,-824,-7.0517757809,44.50,244.1,4429,4595,-166,-3.6126224157
40602,3,2015,2000,添田町,9924,10909,-985,-9.0292419103,132.20,75.1,4029,4215,-186,-4.4128113879
40604,3,2015,2000,糸田町,9020,9617,-597,-6.2077570968,8.04,1121.9,3814,3924,-110,-2.8032619776
40605,3,2015,2000,川崎町,16789,18264,-1475,-8.0759964958,36.14,464.6,7349,7693,-344,-4.4715975562
40608,3,2015,2000,大任町,5176,5503,-327,-5.9422133382,14.26,363.0,2052,2083,-31,-1.4882381181
40609,3,2015,2000,赤村,3022,3251,-229,-7.0439864657,31.98,94.5,1127,1157,-30,-2.5929127053
40610,3,2015,,福智町,22871,24714,-1843,-7.4573116452,42.06,543.8,8727,8998,-271,-3.0117803956
40610,9,,2000,(旧 603 金田町),7186,7763,-577,-7.4326935463,7.46,963.3,2793,2909,-116,-3.9876246133
40610,9,,2000,(旧 606 赤池町),8485,9219,-734,-7.9618179846,16.20,523.8,3348,3446,-98,-2.8438769588
40610,9,,2000,(旧 607 方城町),7200,7732,-532,-6.8804966374,18.38,391.7,2586,2643,-57,-2.1566401816
40620,c,2015,2000,京都郡,55206,57577,-2371,-4.1179637703,200.22,275.7,22868,23263,-395,-1.6979753256
40621,3,2015,2000,苅田町,34963,36005,-1042,-2.8940424941,48.88,715.3,15341,15560,-219,-1.4074550129
40625,3,2015,,みやこ町,20243,21572,-1329,-6.1607639533,151.34,133.8,7527,7703,-176,-2.2848240945
40625,9,,2000,(旧 622 犀川町),5906,6439,-533,-8.2776828700,98.00,60.3,2255,2358,-103,-4.3681085666
40625,9,,2000,(旧 623 勝山町),6631,6934,-303,-4.3697721373,33.94,195.4,2343,2362,-19,-0.8044030483
40625,9,,2000,(旧 624 豊津町),7706,8199,-493,-6.0129284059,19.34,398.4,2929,2983,-54,-1.8102581294
40640,c,2015,2000,築上郡,32672,34188,-1516,-4.4343044343,187.77,174.0,12630,12932,-302,-2.3352922982
40642,3,2015,2000,吉富町,6627,6792,-165,-2.4293286219,5.72,1158.6,2589,2645,-56,-2.1172022684
40646,3,2015,,上毛町,7458,7852,-394,-5.0178298523,62.44,119.4,2791,2843,-52,-1.8290538164
40646,9,,2000,(旧 644 新吉富村),3983,4082,-99,-2.4252817246,13.44,296.4,1483,1476,7,0.4742547425
40646,9,,2000,(旧 645 大平村),3475,3770,-295,-7.8249336870,48.96,71.0,1308,1367,-59,-4.3160204828
40647,3,2015,,築上町,18587,19544,-957,-4.8966434711,119.61,155.4,7250,7444,-194,-2.6061257389
40647,9,,2000,(旧 641 椎田町),10685,11046,-361,-3.2681513670,51.70,206.7,4053,4139,-86,-2.0777965692
40647,9,,2000,(旧 643 築城町),7902,8498,-596,-7.0134149212,67.64,116.8,3197,3305,-108,-3.2677760968
41000,a,2015,2000,佐賀県,832832,849788,-16956,-1.9953211860,2440.68,341.2,302109,295038,7071,2.3966404328
41001,b,2015,2000,市部,689229,700506,-11277,-1.6098363183,1998.22,344.9,253305,247108,6197,2.5078103501
41002,b,2015,2000,郡部,143603,149282,-5679,-3.8042094827,442.46,324.6,48804,47930,874,1.8234925934
41201,2,2015,,佐賀市,236372,237506,-1134,-0.4774616220,431.84,547.4,93306,90435,2871,3.1746558302
41201,9,,2000,(旧 201 佐賀市),165236,164423,813,0.4944563717,103.76,1592.5,69631,67291,2340,3.4774338322
41201,9,,2000,(旧 301 諸富町),10778,11238,-460,-4.0932550276,12.02,896.7,3698,3642,56,1.5376166941
41201,9,,2000,(旧 302 川副町),16574,17599,-1025,-5.8241945565,46.49,356.5,5319,5359,-40,-0.7464079119
41201,9,,2000,(旧 303 東与賀町),8451,8350,101,1.2095808383,15.39,549.1,2689,2512,177,7.0461783439
41201,9,,2000,(旧 304 久保田町),8064,8218,-154,-1.8739352641,14.39,560.4,2611,2575,36,1.3980582524
41201,9,,2000,(旧 305 大和町),21985,21891,94,0.4294002101,55.42,396.7,7663,7304,359,4.9151150055
41201,9,,2000,(旧 306 富士町),3979,4359,-380,-8.7175957788,143.25,27.8,1262,1312,-50,-3.8109756098
41201,9,,2000,(旧 326 三瀬村),1305,1428,-123,-8.6134453782,40.70,32.1,433,440,-7,-1.5909090909
41202,2,2015,,唐津市,122785,126926,-4141,-3.2625309235,487.58,251.8,43872,43651,221,0.5062885157
41202,9,,2000,(旧 202 唐津市),76449,76793,-344,-0.4479574961,127.49,599.6,28513,27934,579,2.0727428940
41202,9,,2000,(旧 381 浜玉町),10860,10752,108,1.0044642857,52.13,208.3,3437,3222,215,6.6728739913
41202,9,,2000,(旧 382 七山村),2112,2335,-223,-9.5503211991,62.89,33.6,607,632,-25,-3.9556962025
41202,9,,2000,(旧 383 厳木町),4331,4833,-502,-10.3869232361,61.15,70.8,1560,1675,-115,-6.8656716418
41202,9,,2000,(旧 384 相知町),7646,8240,-594,-7.2087378641,65.08,117.5,2593,2641,-48,-1.8174933737
41202,9,,2000,(旧 385 北波多村),4363,4648,-285,-6.1316695353,26.58,164.1,1485,1515,-30,-1.9801980198
41202,9,,2000,(旧 386 肥前町),6982,7883,-901,-11.4296587594,46.64,149.7,2220,2328,-108,-4.6391752577
41202,9,,2000,(旧 388 鎮西町),5442,6258,-816,-13.0393096836,37.90,143.6,1827,1949,-122,-6.2596203181
41202,9,,2000,(旧 389 呼子町),4600,5184,-584,-11.2654320988,7.28,631.9,1630,1755,-125,-7.1225071225
41203,2,2015,2000,鳥栖市,72902,69074,3828,5.5418826186,71.72,1016.5,27630,25219,2411,9.5602521908
41204,2,2015,2000,多久市,19749,21404,-1655,-7.7321995889,96.96,203.7,6847,7100,-253,-3.5633802817
41205,2,2015,2000,伊万里市,55238,57161,-1923,-3.3641818723,255.25,216.4,19698,19614,84,0.4282655246
41206,2,2015,,武雄市,49062,50699,-1637,-3.2288605298,195.40,251.1,16932,16674,258,1.5473191796
41206,9,,2000,(旧 206 武雄市),32909,33478,-569,-1.6996236334,127.28,258.6,11648,11206,442,3.9443155452
41206,9,,2000,(旧 421 山内町),8732,9258,-526,-5.6815726939,40.91,213.4,2686,2717,-31,-1.1409642989
41206,9,,2000,(旧 422 北方町),7421,7963,-542,-6.8064799699,27.25,272.3,2598,2751,-153,-5.5616139586
41207,2,2015,2000,鹿島市,29684,30720,-1036,-3.3723958333,112.12,264.8,10124,10055,69,0.6862257583
41208,2,2015,,小城市,44259,45133,-874,-1.9364987925,95.81,461.9,14769,14305,464,3.2436211115
41208,9,,2000,(旧 361 小城町),15499,16439,-940,-5.7181093740,45.39,341.5,5309,5269,40,0.7591573354
41208,9,,2000,(旧 362 三日月町),13518,13069,449,3.4356109878,20.53,658.5,4368,4081,287,7.0325900515
41208,9,,2000,(旧 363 牛津町),9812,9960,-148,-1.4859437751,13.26,740.0,3396,3310,86,2.5981873112
41208,9,,2000,(旧 364 芦刈町),5430,5665,-235,-4.1482789056,16.67,325.7,1696,1645,51,3.1003039514
41209,2,2015,,嬉野市,27336,28984,-1648,-5.6858956666,126.41,216.2,9214,9314,-100,-1.0736525660
41209,9,,2000,(旧 442 塩田町),10374,11017,-643,-5.8364346011,46.05,225.3,3064,3063,1,0.0326477310
41209,9,,2000,(旧 443 嬉野町),16962,17967,-1005,-5.5935882451,80.46,210.8,6150,6251,-101,-1.6157414814
41210,2,2015,,神埼市,31842,32899,-1057,-3.2128636129,125.13,254.5,10913,10741,172,1.6013406573
41210,9,,2000,(旧 321 神埼町),19064,19313,-249,-1.2892870088,39.31,485.0,6802,6593,209,3.1700288184
41210,9,,2000,(旧 322 千代田町),11251,11810,-559,-4.7332768840,24.77,454.2,3603,3602,1,0.0277623542
41210,9,,2000,(旧 325 脊振村),1527,1776,-249,-14.0202702703,60.93,25.1,508,546,-38,-6.9597069597
41320,c,2015,2000,神埼郡,16411,16405,6,0.0365742152,43.99,373.1,5891,5478,413,7.5392479007
41327,3,2015,,吉野ヶ里町,16411,16405,6,0.0365742152,43.99,373.1,5891,5478,413,7.5392479007
41327,9,,2000,(旧 323 三田川町),10238,10133,105,1.0362182967,10.85,943.6,3872,3607,265,7.3468256169
41327,9,,2000,(旧 324 東脊振村),6173,6272,-99,-1.5784438776,33.09,186.6,2019,1871,148,7.9102084447
41340,c,2015,2000,三養基郡,52062,53236,-1174,-2.2052746262,86.86,599.4,18219,17536,683,3.8948448905
41341,3,2015,2000,基山町,17501,17837,-336,-1.8837248416,22.15,790.1,6321,6025,296,4.9128630705
41345,3,2015,2000,上峰町,9283,9224,59,0.6396357329,12.80,725.2,3260,3074,186,6.0507482108
41346,3,2015,,みやき町,25278,26175,-897,-3.4269340974,51.92,486.9,8638,8437,201,2.3823633993
41346,9,,2000,(旧 342 中原町),7960,8243,-283,-3.4332160621,18.90,421.2,2853,2808,45,1.6025641026
41346,9,,2000,(旧 343 北茂安町),10642,10924,-282,-2.5814719883,16.62,640.3,3676,3587,89,2.4811820463
41346,9,,2000,(旧 344 三根町),6676,7008,-332,-4.7374429224,16.37,407.8,2109,2042,67,3.2810969638
41380,c,2015,2000,東松浦郡,5902,6379,-477,-7.4776610754,35.92,164.3,1918,1959,-41,-2.0929045431
41387,3,2015,2000,玄海町,5902,6379,-477,-7.4776610754,35.92,164.3,1918,1959,-41,-2.0929045431
41400,c,2015,2000,西松浦郡,20148,20929,-781,-3.7316641980,65.85,306.0,6900,6916,-16,-0.2313475998
41401,3,2015,,有田町,20148,20929,-781,-3.7316641980,65.85,306.0,6900,6916,-16,-0.2313475998
41401,9,,2000,(旧 401 有田町),11299,11857,-558,-4.7060807962,27.09,417.1,4211,4281,-70,-1.6351319785
41401,9,,2000,(旧 402 西有田町),8849,9072,-223,-2.4581128748,38.71,228.6,2689,2635,54,2.0493358634
41420,c,2015,2000,杵島郡,40301,42491,-2190,-5.1540326187,135.54,297.3,13038,13116,-78,-0.5946935041
41423,3,2015,2000,大町町,6777,7369,-592,-8.0336544986,11.50,589.3,2560,2694,-134,-4.9740163326
41424,3,2015,2000,江北町,9583,9515,68,0.7146610615,24.49,391.3,3225,3076,149,4.8439531860
41425,3,2015,,白石町,23941,25607,-1666,-6.5060335065,99.56,240.5,7253,7346,-93,-1.2659950994
41425,9,,2000,(旧 425 白石町),11304,12338,-1034,-8.3806127411,46.15,244.9,3493,3581,-88,-2.4574141301
41425,9,,2000,(旧 426 福富町),4847,5091,-244,-4.7927715577,20.55,235.9,1464,1466,-2,-0.1364256480
41425,9,,2000,(旧 427 有明町),7790,8178,-388,-4.7444362925,32.76,237.8,2296,2299,-3,-0.1304915181
41440,c,2015,2000,藤津郡,8779,9842,-1063,-10.8006502743,74.30,118.2,2838,2925,-87,-2.9743589744
41441,3,2015,2000,太良町,8779,9842,-1063,-10.8006502743,74.30,118.2,2838,2925,-87,-2.9743589744
42000,a,2015,2000,長崎県,1377187,1426779,-49592,-3.4758010876,4132.09,333.3,560720,558660,2060,0.3687394838
42001,b,2015,2000,市部,1231675,1276831,-45156,-3.5365682694,3643.03,338.1,505234,503933,1301,0.2581692408
42002,b,2015,2000,郡部,145512,149948,-4436,-2.9583588978,489.06,297.5,55486,54727,759,1.3868839878
42201,2,2015,,長崎市,429508,443766,-14258,-3.2129545752,405.86,1058.3,189419,187685,1734,0.9238884301
42201,9,,2000,(旧 201 長崎市),393154,404474,-11320,-2.7986965788,241.20,1630.0,174821,172503,2318,1.3437447465
42201,9,,2000,(旧 301 香焼町),3601,3923,-322,-8.2080040785,4.49,802.0,1541,1587,-46,-2.8985507246
42201,9,,2000,(旧 302 伊王島町),689,715,-26,-3.6363636364,2.25,306.2,399,410,-11,-2.6829268293
42201,9,,2000,(旧 303 高島町),382,498,-116,-23.2931726908,1.27,300.8,245,312,-67,-21.4743589744
42201,9,,2000,(旧 304 野母崎町),5249,6016,-767,-12.7493351064,20.91,251.0,2415,2585,-170,-6.5764023211
42201,9,,2000,(旧 305 三和町),10562,11322,-760,-6.7125949479,21.74,485.8,3883,4018,-135,-3.3598805376
42201,9,,2000,(旧 309 琴海町),11919,12257,-338,-2.7576078975,67.62,176.3,4452,4378,74,1.6902695295
42201,9,,2000,(旧 315 外海町),3952,4561,-609,-13.3523350143,46.73,84.6,1663,1892,-229,-12.1035940803
42202,2,2015,,佐世保市,255439,261101,-5662,-2.1685095040,426.06,599.5,105011,104583,428,0.4092443323
42202,9,,2000,(旧 202 佐世保市),228258,231467,-3209,-1.3863747316,248.32,919.2,94717,93670,1047,1.1177538166
42202,9,,2000,(旧 384 宇久町),2187,2591,-404,-15.5924353531,26.38,82.9,1190,1361,-171,-12.5642909625
42202,9,,2000,(旧 388 江迎町),5425,5702,-277,-4.8579445808,32.07,169.2,2018,2098,-80,-3.8131553861
42202,9,,2000,(旧 389 鹿町町),4553,5095,-542,-10.6378802748,30.22,150.7,1688,1834,-146,-7.9607415485
42202,9,,2000,(旧 390 小佐々町),6155,6630,-475,-7.1644042232,29.92,205.7,2218,2270,-52,-2.2907488987
42202,9,,2000,(旧 392 吉井町),5421,5821,-400,-6.8716715341,27.09,200.1,1955,2034,-79,-3.8839724680
42202,9,,2000,(旧 393 世知原町),3440,3795,-355,-9.3544137022,32.02,107.4,1225,1316,-91,-6.9148936170
42203,2,2015,,島原市,45436,47455,-2019,-4.2545569487,82.97,547.6,17068,17039,29,0.1701977816
42203,9,,2000,(旧 203 島原市),34966,36456,-1490,-4.0871187185,59.23,590.3,13722,13747,-25,-0.1818578599
42203,9,,2000,(旧 361 有明町),10470,10999,-529,-4.8095281389,23.48,445.9,3346,3292,54,1.6403402187
42204,2,2015,,諫早市,138078,140752,-2674,-1.8997953848,341.79,404.0,51897,50989,908,1.7807762459
42204,9,,2000,(旧 204 諫早市),94011,94429,-418,-0.4426606233,145.48,646.2,36374,35676,698,1.9564973652
42204,9,,2000,(旧 306 多良見町),16207,16499,-292,-1.7698042306,37.69,430.0,6006,5867,139,2.3691835691
42204,9,,2000,(旧 341 森山町),5419,5753,-334,-5.8056666087,23.26,233.0,1790,1774,16,0.9019165727
42204,9,,2000,(旧 342 飯盛町),7116,7639,-523,-6.8464458699,24.83,286.6,2486,2505,-19,-0.7584830339
42204,9,,2000,(旧 343 高来町),9863,10410,-547,-5.2545629203,49.76,198.2,3406,3320,86,2.5903614458
42204,9,,2000,(旧 344 小長井町),5462,6022,-560,-9.2992361342,30.93,176.6,1835,1847,-12,-0.6497022198
42205,2,2015,2000,大村市,92757,90517,2240,2.4746732658,126.62,732.6,36070,34044,2026,5.9511220773
42207,2,2015,,平戸市,31920,34905,-2985,-8.5517834121,235.08,135.8,12421,12885,-464,-3.6010865347
42207,9,,2000,(旧 207 平戸市),18421,20384,-1963,-9.6301020408,168.73,109.2,7173,7511,-338,-4.5000665690
42207,9,,2000,(旧 381 大島村),1077,1269,-192,-15.1300236407,15.50,69.5,496,541,-45,-8.3179297597
42207,9,,2000,(旧 382 生月町),5458,6145,-687,-11.1798209927,16.57,329.4,2179,2278,-99,-4.3459174715
42207,9,,2000,(旧 385 田平町),6964,7107,-143,-2.0121007457,34.61,201.2,2573,2555,18,0.7045009785
42208,2,2015,,松浦市,23309,25145,-1836,-7.3016504275,130.55,178.5,8994,9214,-220,-2.3876709355
42208,9,,2000,(旧 208 松浦市),18637,19956,-1319,-6.6095409902,95.73,194.7,7221,7361,-140,-1.9019155006
42208,9,,2000,(旧 386 福島町),2635,2916,-281,-9.6364883402,17.22,153.0,917,960,-43,-4.4791666667
42208,9,,2000,(旧 387 鷹島町),2037,2273,-236,-10.3827540695,17.08,119.3,856,893,-37,-4.1433370661
42209,2,2015,,対馬市,31457,34407,-2950,-8.5738367193,708.63,44.4,13393,13813,-420,-3.0406139144
42209,9,,2000,(旧 441 厳原町),11609,12684,-1075,-8.4752444024,175.59,66.1,5274,5411,-137,-2.5318795047
42209,9,,2000,(旧 442 美津島町),7528,7841,-313,-3.9918377758,119.98,62.7,2832,2811,21,0.7470651014
42209,9,,2000,(旧 443 豊玉町),3384,3746,-362,-9.6636412173,75.21,45.0,1403,1447,-44,-3.0407740152
42209,9,,2000,(旧 444 峰町),2013,2296,-283,-12.3257839721,72.41,27.8,846,924,-78,-8.4415584416
42209,9,,2000,(旧 445 上県町),3102,3505,-403,-11.4978601997,157.71,19.7,1381,1460,-79,-5.4109589041
42209,9,,2000,(旧 446 上対馬町),3821,4335,-514,-11.8569780854,107.57,35.5,1657,1760,-103,-5.8522727273
42210,2,2015,,壱岐市,27103,29377,-2274,-7.7407495660,139.42,194.4,10002,10401,-399,-3.8361695991
42210,9,,2000,(旧 421 郷ノ浦町),10197,11039,-842,-7.6275024912,47.31,215.5,3946,4066,-120,-2.9513034924
42210,9,,2000,(旧 422 勝本町),5542,6062,-520,-8.5780270538,29.51,187.8,1949,2054,-105,-5.1119766310
42210,9,,2000,(旧 423 芦辺町),7231,7857,-626,-7.9674175894,45.11,160.3,2675,2819,-144,-5.1081943952
42210,9,,2000,(旧 424 石田町),4133,4419,-286,-6.4720525006,16.51,250.3,1432,1462,-30,-2.0519835841
42211,2,2015,,五島市,37327,40622,-3295,-8.1113682241,420.05,88.9,17425,18382,-957,-5.2061799587
42211,9,,2000,(旧 206 福江市),23264,24548,-1284,-5.2305686818,158.14,147.1,10597,10847,-250,-2.3047847331
42211,9,,2000,(旧 401 富江町),4550,5052,-502,-9.9366587490,49.45,92.0,2188,2381,-193,-8.1058378832
42211,9,,2000,(旧 402 玉之浦町),1355,1589,-234,-14.7262429201,68.37,19.8,689,780,-91,-11.6666666667
42211,9,,2000,(旧 403 三井楽町),2597,2967,-370,-12.4705089316,33.80,76.8,1234,1352,-118,-8.7278106509
42211,9,,2000,(旧 404 岐宿町),3292,3659,-367,-10.0300628587,85.27,38.6,1479,1579,-100,-6.3331222293
42211,9,,2000,(旧 405 奈留町),2269,2807,-538,-19.1663697898,25.26,89.8,1238,1443,-205,-14.2065142065
42212,2,2015,,西海市,28691,31176,-2485,-7.9708750321,241.59,118.8,11494,11875,-381,-3.2084210526
42212,9,,2000,(旧 310 西彼町),8570,9187,-617,-6.7160117557,68.49,125.1,2847,2793,54,1.9334049409
42212,9,,2000,(旧 311 西海町),7261,7933,-672,-8.4709441573,67.23,108.0,2578,2661,-83,-3.1191281473
42212,9,,2000,(旧 312 大島町),5388,5600,-212,-3.7857142857,13.31,404.8,2854,2900,-46,-1.5862068966
42212,9,,2000,(旧 313 崎戸町),1449,1766,-317,-17.9501698754,14.11,102.7,737,900,-163,-18.1111111111
42212,9,,2000,(旧 314 大瀬戸町),6023,6690,-667,-9.9701046338,78.70,76.5,2478,2621,-143,-5.4559328501
42213,2,2015,,雲仙市,44115,47245,-3130,-6.6250396867,214.31,205.8,15376,15863,-487,-3.0700371935
42213,9,,2000,(旧 362 国見町),9902,10444,-542,-5.1895825354,38.20,259.2,3239,3334,-95,-2.8494301140
42213,9,,2000,(旧 363 瑞穂町),5124,5525,-401,-7.2579185520,26.26,195.1,1658,1779,-121,-6.8015739179
42213,9,,2000,(旧 364 吾妻町),6474,6934,-460,-6.6339775022,32.55,198.9,2194,2204,-10,-0.4537205082
42213,9,,2000,(旧 365 愛野町),5673,5645,28,0.4960141718,11.72,484.0,1920,1869,51,2.7287319422
42213,9,,2000,(旧 366 千々石町),4614,5000,-386,-7.7200000000,32.43,142.3,1635,1673,-38,-2.2713687986
42213,9,,2000,(旧 367 小浜町),8572,9604,-1032,-10.7455226989,50.84,168.6,3528,3771,-243,-6.4439140811
42213,9,,2000,(旧 368 南串山町),3756,4093,-337,-8.2335695089,14.84,253.1,1202,1233,-31,-2.5141930251
42214,2,2015,,南島原市,46535,50363,-3828,-7.6008180609,170.11,273.6,16664,17160,-496,-2.8904428904
42214,9,,2000,(旧 369 加津佐町),6433,7075,-642,-9.0742049470,24.37,264.0,2494,2589,-95,-3.6693704133
42214,9,,2000,(旧 370 口之津町),5367,5791,-424,-7.3217060957,9.96,538.9,2201,2311,-110,-4.7598442233
42214,9,,2000,(旧 371 南有馬町),5045,5441,-396,-7.2780738835,23.24,217.1,1874,1938,-64,-3.3023735810
42214,9,,2000,(旧 372 北有馬町),3379,3749,-370,-9.8692984796,26.13,129.3,1149,1187,-38,-3.2013479360
42214,9,,2000,(旧 373 西有家町),6980,7621,-641,-8.4109696890,28.80,242.4,2425,2500,-75,-3.0000000000
42214,9,,2000,(旧 374 有家町),7688,8362,-674,-8.0602726620,23.34,329.4,2634,2723,-89,-3.2684539111
42214,9,,2000,(旧 375 布津町),4187,4431,-244,-5.5066576394,10.51,398.4,1377,1404,-27,-1.9230769231
42214,9,,2000,(旧 376 深江町),7456,7893,-437,-5.5365513746,23.44,318.1,2510,2508,2,0.0797448166
42300,c,2015,2000,西彼杵郡,72352,72645,-293,-0.4033312685,49.67,1456.7,27374,26265,1109,4.2223491338
42307,3,2015,2000,長与町,42548,42535,13,0.0305630657,28.73,1481.0,16237,15478,759,4.9037343326
42308,3,2015,2000,時津町,29804,30110,-306,-1.0162736632,20.94,1423.3,11137,10787,350,3.2446463335
42320,c,2015,2000,東彼杵郡,37256,38781,-1525,-3.9323380006,167.64,222.2,12804,12671,133,1.0496409123
42321,3,2015,2000,東彼杵町,8298,8903,-605,-6.7954622038,74.29,111.7,2744,2747,-3,-0.1092100473
42322,3,2015,2000,川棚町,14067,14651,-584,-3.9860760358,37.35,376.6,5103,5144,-41,-0.7970451011
42323,3,2015,2000,波佐見町,14891,15227,-336,-2.2066066855,56.00,265.9,4957,4780,177,3.7029288703
42380,c,2015,2000,北松浦郡,16186,16448,-262,-1.5928988327,57.80,280.0,6312,6171,141,2.2848808945
